"","project","flag","flag_code","gear_code","sampling_platform","species_code_fao","organism_identifier","organism_sampling_status","sex","geom_type","geom_wkt","capture_date_min","capture_date_max","capture_date_avg","capture_date_uncertainty","longitude_deg_dec_avg","latitude_deg_dec_avg","first_dorsal_length","total_length","fork_length","pectoral_fork_length","curved_fork_length","curved_pectoral_fork_length","first_thorax_girth","wholebody_weight","gutted_weight","gilledgutted_weight"
"1","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-207","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,95,68,99,70,NA,18.9,NA,NA
"2","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-208","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,99,71,104,74,NA,21.9,NA,NA
"3","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-209","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,105,77,107,80,NA,23.6,NA,NA
"4","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-210","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,95,68,100,71,NA,18.5,NA,NA
"5","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-211","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,103,75,109,78,NA,24.5,NA,NA
"6","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-212","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,95,67,98,70,NA,19,NA,NA
"7","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-213","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,102,73,108,75,NA,24,NA,NA
"8","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-214","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,99,71,104,74,NA,20.9,NA,NA
"9","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-215","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,92,66,98,69,NA,16,NA,NA
"10","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-216","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,101,72,105,74,NA,22.5,NA,NA
"11","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-217","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,100,71,105,73,NA,22.7,NA,NA
"12","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-218","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,100,70,103,71,NA,22.4,NA,NA
"13","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-219","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,95,68,98,70,NA,20,NA,NA
"14","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-220","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,98,70,103,72,NA,21.3,NA,NA
"15","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-221","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,99,71,105,76,NA,22.9,NA,NA
"16","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-222","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,98,70,101,71,NA,20,NA,NA
"17","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-223","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,101,71,105,74,NA,24,NA,NA
"18","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-224","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,98,72,107,76,NA,22.3,NA,NA
"19","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-225","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,98,71,105,74,NA,21.9,NA,NA
"20","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-226","frozen","F","POINT","POINT (53.83333 -22.66667)",2013-12-04,2013-12-23,2013-12-04,19,53.83,-22.67,NA,NA,101,73,107,76,NA,23.1,NA,NA
"21","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-227","frozen","M","POINT","POINT (54.98333 -21.86667)",2013-12-04,2013-12-23,2013-12-04,19,54.98,-21.87,NA,NA,104,73,NA,NA,NA,NA,NA,NA
"22","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-228","frozen","M","POINT","POINT (55.19167 -21.74583)",2013-12-04,2013-12-23,2013-12-04,19,55.19,-21.75,NA,NA,108,79,NA,NA,NA,NA,NA,NA
"23","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-229","frozen","M","POINT","POINT (55.19167 -21.74583)",2013-12-04,2013-12-23,2013-12-04,19,55.19,-21.75,NA,NA,108,75,NA,NA,NA,NA,NA,NA
"24","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-230","frozen","M","POINT","POINT (55.19167 -21.74583)",2013-12-04,2013-12-23,2013-12-04,19,55.19,-21.75,NA,NA,107,74,NA,NA,NA,NA,NA,NA
"25","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-231","frozen","M","POINT","POINT (55.19167 -21.74583)",2013-12-04,2013-12-23,2013-12-04,19,55.19,-21.75,NA,NA,95,68,NA,NA,NA,NA,NA,NA
"26","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-232","frozen","M","POINT","POINT (55.825 -21.9)",2013-12-04,2013-12-23,2013-12-04,19,55.83,-21.9,NA,NA,109,77,NA,NA,NA,NA,NA,NA
"27","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-233","frozen","M","POINT","POINT (55.825 -21.9)",2013-12-04,2013-12-23,2013-12-04,19,55.83,-21.9,NA,NA,108,73,NA,NA,NA,NA,NA,NA
"28","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-234","frozen","M","POINT","POINT (55.85417 -21.7375)",2013-12-04,2013-12-23,2013-12-04,19,55.85,-21.74,NA,NA,105,71,NA,NA,NA,NA,NA,NA
"29","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-235","frozen","M","POINT","POINT (55.6 -21.8125)",2013-12-04,2013-12-23,2013-12-04,19,55.6,-21.81,NA,NA,104,72,NA,NA,NA,NA,NA,NA
"30","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A1-236","frozen","M","POINT","POINT (55.26667 -21.5625)",2013-12-04,2013-12-23,2013-12-04,19,55.27,-21.56,NA,NA,108,76,NA,NA,NA,NA,NA,NA
"31","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-001","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,101,71,NA,NA,NA,21.96,NA,NA
"32","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-002","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,94,67,NA,NA,NA,16.16,NA,NA
"33","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-003","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,105,75,NA,NA,NA,25.48,NA,NA
"34","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-004","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,103,72,NA,NA,NA,23.04,NA,NA
"35","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-005","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,102,72,NA,NA,NA,21.38,NA,NA
"36","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-006","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,96,68,NA,NA,NA,19.76,NA,NA
"37","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-007","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,104,72,NA,NA,NA,23.47,NA,NA
"38","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-008","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,93,65,NA,NA,NA,17.09,NA,NA
"39","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-009","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,109,76,NA,NA,NA,24.2,NA,NA
"40","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-010","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,95,68,NA,NA,NA,19.16,NA,NA
"41","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-011","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,98,69,NA,NA,NA,19.7,NA,NA
"42","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-012","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,97,68,NA,NA,NA,19.43,NA,NA
"43","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-013","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,94,66,NA,NA,NA,16.08,NA,NA
"44","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-014","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,101,71,NA,NA,NA,21.2,NA,NA
"45","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-015","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,98,72,NA,NA,NA,19.11,NA,NA
"46","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-016","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,102,72,NA,NA,NA,23.42,NA,NA
"47","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-017","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,101,71,NA,NA,NA,20.07,NA,NA
"48","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-018","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,91,63,NA,NA,NA,16.72,NA,NA
"49","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-019","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,101,71,NA,NA,NA,22.48,NA,NA
"50","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-020","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,96,68,NA,NA,NA,19.8,NA,NA
"51","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-021","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,96,68,NA,NA,NA,17.54,NA,NA
"52","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-022","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,97,68,NA,NA,NA,18.39,NA,NA
"53","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-023","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,104,73,NA,NA,NA,24.08,NA,NA
"54","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-024","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,106,75,NA,NA,NA,25.27,NA,NA
"55","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-025","frozen","M","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,102,74,NA,NA,NA,24.09,NA,NA
"56","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-026","frozen","F","POINT","POINT (51 -16)",2014-04-07,2014-04-21,2014-04-07,14,51,-16,NA,NA,100,71,NA,NA,NA,21.3,NA,NA
"57","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-027","frozen","M","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,105,75,NA,NA,NA,22.62,NA,NA
"58","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-028","frozen","M","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,103,73,NA,NA,NA,23.08,NA,NA
"59","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-029","frozen","M","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,108,75,NA,NA,NA,25.29,NA,NA
"60","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-030","frozen","M","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,106,76,NA,NA,NA,25.8,NA,NA
"61","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-031","frozen","M","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,105,75,NA,NA,NA,22.54,NA,NA
"62","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-032","frozen","M","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,92,62,NA,NA,NA,15.57,NA,NA
"63","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-033","frozen","F","POINT","POINT (51.5333 -21.1833)",2014-04-09,2014-04-23,2014-04-09,14,51.53,-21.18,NA,NA,91,65,NA,NA,NA,15.21,NA,NA
"64","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-034","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,102,72,NA,NA,NA,21.24,NA,NA
"65","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-035","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,111,77,NA,NA,NA,25.15,NA,NA
"66","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-036","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,97,69,NA,NA,NA,19.43,NA,NA
"67","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-037","frozen","F","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,101,71,NA,NA,NA,22.46,NA,NA
"68","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-038","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,104,73,NA,NA,NA,21.88,NA,NA
"69","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-039","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,106,77,NA,NA,NA,23.37,NA,NA
"70","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-040","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,94,67,NA,NA,NA,16.81,NA,NA
"71","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-041","frozen","M","POINT","POINT (52.9333 -21.9333)",2014-04-09,2014-04-23,2014-04-09,14,52.93,-21.93,NA,NA,106,72,NA,NA,NA,24.64,NA,NA
"72","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-042","frozen","M","POINT","POINT (51.85 -20)",2014-04-20,2014-05-04,2014-04-20,14,51.85,-20,NA,NA,103,73,NA,NA,NA,23.14,NA,NA
"73","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-043","frozen","M","POINT","POINT (51.85 -20)",2014-04-20,2014-05-04,2014-04-20,14,51.85,-20,NA,NA,105,74,NA,NA,NA,23.32,NA,NA
"74","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-044","frozen","M","POINT","POINT (54.3166 -21.4333)",2014-04-20,2014-05-04,2014-04-20,14,54.32,-21.43,NA,NA,99,69,NA,NA,NA,17.42,NA,NA
"75","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-045","frozen","F","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,101,72,NA,NA,NA,21.09,NA,NA
"76","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-046","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,98,72,NA,NA,NA,21.24,NA,NA
"77","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-047","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,105,73,NA,NA,NA,22.45,NA,NA
"78","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-048","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,108,76,NA,NA,NA,25.2,NA,NA
"79","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-049","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,103,74,NA,NA,NA,22.43,NA,NA
"80","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-050","frozen","F","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,97,71,NA,NA,NA,19.27,NA,NA
"81","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-051","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,107,75,NA,NA,NA,26.08,NA,NA
"82","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-052","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,103,72,NA,NA,NA,20.35,NA,NA
"83","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-053","frozen","F","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,97,72,NA,NA,NA,20.59,NA,NA
"84","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-054","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,110,77,NA,NA,NA,26.28,NA,NA
"85","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-055","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,101,73,NA,NA,NA,20.88,NA,NA
"86","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-056","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,102,71,NA,NA,NA,21.28,NA,NA
"87","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-057","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,107,75,NA,NA,NA,23.67,NA,NA
"88","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-058","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,108,77,NA,NA,NA,26.01,NA,NA
"89","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-059","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,104,76,NA,NA,NA,24.49,NA,NA
"90","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-060","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,101,73,NA,NA,NA,23.17,NA,NA
"91","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-061","frozen","M","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,94,66,NA,NA,NA,18.37,NA,NA
"92","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-062","frozen","F","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,97,71,NA,NA,NA,19.81,NA,NA
"93","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-063","frozen","F","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,94,67,NA,NA,NA,16.88,NA,NA
"94","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-064","frozen","F","POINT","POINT (56.1833 -20.5)",2014-05-07,2014-05-21,2014-05-07,14,56.18,-20.5,NA,NA,105,74,NA,NA,NA,24.33,NA,NA
"95","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-065","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,92,65,NA,NA,NA,16.88,NA,NA
"96","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-066","frozen","M","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,98,70,NA,NA,NA,19.37,NA,NA
"97","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-067","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,95,69,NA,NA,NA,18.69,NA,NA
"98","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-068","frozen","M","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,100,72,NA,NA,NA,19.88,NA,NA
"99","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-069","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,105,74,NA,NA,NA,23.44,NA,NA
"100","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-070","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,96,69,NA,NA,NA,17.9,NA,NA
"101","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-071","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,98,69,NA,NA,NA,21.64,NA,NA
"102","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-072","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,91,65,NA,NA,NA,15.89,NA,NA
"103","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-073","frozen","M","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,99,69,NA,NA,NA,19.5,NA,NA
"104","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-074","frozen","M","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,103,72,NA,NA,NA,24.01,NA,NA
"105","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-075","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,101,71,NA,NA,NA,20.93,NA,NA
"106","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-076","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,98,66,NA,NA,NA,19.22,NA,NA
"107","ARTS-ZD / GERMON / CONSWO","France","FRA","LLF","factory","ALB","A2-077","frozen","F","POINT","POINT (51.7833 -20.1166)",2014-05-07,2014-05-21,2014-05-07,14,51.78,-20.12,NA,NA,99,68,NA,NA,NA,20.15,NA,NA
